ticker,gap_date,gap_pct,open,prev_close,addv20,market_cap,fiscal_period,fiscal_year,eps_diluted,eps_positive,eps_growth_yoy,revenue,revenue_growth_yoy,net_income
FDX,2023-03-17,10.8,226.05,204.05,384339095,82687991931.0,Q3,2023,3.05,True,-27.4,22169000000.0,-6.2,771000000.0
MSFT,2023-04-26,7.7,296.7,275.42,7239613482,2937207581012.0,Q3,2023,2.45,True,10.4,52857000000.0,7.1,18299000000.0
META,2023-04-27,14.6,239.89,209.4,4292918573,1552413483811.0,Q1,2023,2.2,True,,28645000000.0,,5709000000.0
SFM,2023-05-02,11.8,39.14,35.02,53409254,7760938810.0,Q1,2023,0.73,True,4.3,1733310000.0,10.0,76160000.0
BALL,2023-05-04,9.0,56.96,52.26,77591617,16547339513.0,Q1,2023,0.56,True,,3489000000.0,,180000000.0
CFLT,2023-05-04,8.8,21.71,19.96,71213396,11018764772.0,Q1,2023,-0.52,False,-23.8,174302000.0,38.2,-152555000.0
HUBS,2023-05-04,8.1,451.63,417.99,228586466,13939323665.0,Q1,2023,-0.78,False,-290.0,501620000.0,26.8,-38282000.0
MLM,2023-05-04,8.5,399.95,368.55,106873126,35207156852.0,Q1,2023,1.95,True,473.5,1354100000.0,10.0,121600000.0
COIN,2023-05-05,9.8,54.05,49.22,905438767,51634617795.0,Q1,2023,-0.34,False,82.8,772529000.0,-33.8,-78896000.0
CVNA,2023-05-05,39.3,10.03,7.2,78466070,42842269530.0,Q1,2023,-1.4999999999999998,False,,2606000000.0,-25.5,-286000000.0
DKNG,2023-05-05,14.2,24.33,21.31,242435657,12753687130.0,Q1,2023,-0.87,False,,769652000.0,,-397148000.0
FIVN,2023-05-05,11.9,63.2,56.5,71288752,1205571917.0,Q1,2023,-0.38,False,22.4,218439000.0,19.5,-27248000.0
LYV,2023-05-05,10.6,74.19,67.07,93929103,36152451930.0,Q1,2023,-0.25,False,35.9,3127390000.0,73.5,44192000.0
DVA,2023-05-09,8.9,97.16,89.21,46626094,10075481280.0,Q1,2023,1.25,True,-22.4,2872699000.0,2.0,170668000.0
PLTR,2023-05-09,19.1,9.22,7.74,245010653,361023448575.0,Q1,2023,0.01,True,120.0,525186000.0,17.7,19151000.0
SHLS,2023-05-09,21.2,23.9,19.72,59964914,1026470486.0,Q4,2023,0.1,True,-86.1,105086000.0,11.0,16983000.0
TREX,2023-05-09,8.3,61,56.3,49832114,3892862814.0,Q1,2023,0.38,True,-38.7,238718000.0,-29.6,41131000.0
CELH,2023-05-10,10.6,39.5,35.71,88367093,11453420008.0,Q1,2023,0.4,True,344.4,259939000.0,94.9,41227000.0
DAR,2023-05-10,11.8,65.21,58.34,71142580,8691474430.0,Q1,2023,1.14,True,0.0,1791172000.0,31.1,189855000.0
EXAS,2023-05-10,12.3,79.74,71,104698410,19770292013.0,Q1,2023,-0.42,False,59.6,602450000.0,23.8,-74151000.0
FCNCA,2023-05-10,11.1,1215.66,1093.86,181274852,21105404655.0,Q1,2023,0.39,True,-97.7,233403000.0,-67.1,70698000.0
RIVN,2023-05-10,8.8,15.09,13.86,277911425,18441108265.0,Q1,2023,-1.45,False,18.1,661000000.0,595.8,-1349000000.0
RNG,2023-05-10,10.6,29.31,26.5,47892356,3176261732.0,Q1,2023,-0.57,False,64.4,533689000.0,14.1,-54399000.0
UPST,2023-05-10,39.4,19.64,14.09,59176606,2500720006.0,Q1,2023,-1.58,False,-564.7,102927000.0,-66.8,-129254000.0
APP,2023-05-11,22.1,21.75,17.81,42170826,154699300260.0,Q1,2023,-0.01,False,96.8,715405000.0,14.4,-4518000.0
ENTG,2023-05-11,14.8,89.69,78.11,114095970,16447732000.0,Q1,2023,-0.59,False,-164.1,922396000.0,42.0,-88166000.0
WDAY,2023-05-26,9.3,214.78,196.41,361814146,35002670000.0,Q1,2024,0,False,100.0,1684312000.0,17.4,136000
CHWY,2023-06-01,20.1,35.42,29.49,116513526,10570013145.0,Q1,2024,0.05,True,25.0,2784675000.0,14.7,22181000.0
FIVE,2023-06-02,8.2,183.17,169.35,155092501,11602844401.0,Q1,2024,0.67,True,13.6,726247000.0,13.5,37478000.0
LULU,2023-06-02,15.2,378.23,328.35,592190498,18508540996.0,Q1,2024,2.28,True,54.1,2000792000.0,24.0,290405000.0
GTLB,2023-06-06,28.4,45.44,35.4,83067059,3858842920.0,Q1,2024,-0.35,False,-94.4,126878000.0,45.2,-52899000.0
PLAY,2023-06-07,11.4,37.58,33.74,41030879,448762629.0,Q4,2023,1.45,True,173.6,597300000.0,74.1,70100000.0
DOCU,2023-06-09,10.0,64.31,58.48,181333827,9422832417.0,Q1,2024,0,False,100.0,661388000.0,12.3,539000
HELE,2023-07-10,16.2,130.79,112.54,44555092,379997536.0,Q1,2024,0.94,True,-7.8,474672000.0,-6.6,22581000.0
CVNA,2023-07-19,35.6,53.99,39.8,897747123,42842269530.0,Q2,2023,-0.55,False,,2968000000.0,-23.6,-105000000.0
UNP,2023-07-26,9.9,236.83,215.55,486404253,143861825562.0,Q2,2023,2.57,True,-12.3,5963000000.0,-4.9,1569000000.0
META,2023-07-27,8.9,325.12,298.57,8203811437,1552413483811.0,Q2,2023,2.98,True,21.1,31999000000.0,11.0,7788000000.0
FSLR,2023-07-28,12.5,223.59,198.8,302875356,21040466594.0,Q2,2023,1.59,True,205.8,810673000.0,30.6,170579000.0
SAM,2023-07-28,11.3,349.11,313.52,45435307,2418337664.0,Q2,2023,4.72,True,9.5,603304000.0,-2.1,58035000.0
TROW,2023-07-28,8.0,126.44,117.11,142414996,19319078300.0,Q2,2023,2.06,True,41.1,1610200000.0,6.4,481200000.0
ANET,2023-08-01,14.4,44.38,38.77,444893699,167835768104.0,Q2,2023,1.55,True,64.9,1458924000.0,38.7,491885000.0
FSLY,2023-08-03,11.6,18.35,16.45,41616855,3731244000.0,Q2,2023,-0.08,False,42.9,122831000.0,19.8,-10704000.0
RUN,2023-08-03,12.4,20.05,17.84,190468458,2846737772.0,Q2,2023,0.25,True,516.7,590193000.0,1.0,-340724000.0
AMZN,2023-08-04,9.4,141.06,128.91,7435977188,2229321017073.0,Q2,2023,0.65,True,425.0,134383000000.0,10.8,6750000000.0
BKNG,2023-08-04,11.1,3155,2839.91,909533225,134334895456.0,,,,,,,,
BWXT,2023-08-04,8.1,74.19,68.62,40975267,17752234933.0,Q2,2023,0.64,True,-22.0,612445000.0,10.5,58665000.0
DKNG,2023-08-04,12.0,33.59,29.99,311383216,12753687130.0,Q2,2023,-0.17,False,66.0,874927000.0,87.7,-77270000.0
FLR,2023-08-04,18.3,36.78,31.1,41965224,6305212232.0,Q2,2023,0.35,True,,3939000000.0,19.4,68000000.0
NET,2023-08-04,10.4,71.83,65.04,271515715,74778214310.0,Q2,2023,-0.28,False,-40.0,308494000.0,31.5,-94467000.0
ARRY,2023-08-09,20.8,21.6,17.88,80226761,1059243515.0,Q2,2023,0.34,True,409.1,507725000.0,20.9,64808000.0
AXON,2023-08-09,12.7,198.12,175.73,121850933,39891718382.0,Q2,2023,0.16,True,-77.5,374605000.0,31.2,12420000.0
AZTA,2023-08-09,15.9,55.62,48,41679804,986637951.0,Q3,2023,-0.02,False,84.6,165948000.0,25.0,-1470000.0
CELH,2023-08-09,19.6,57.17,47.79,163635354,11453420008.0,Q2,2023,0.52,True,333.3,325883000.0,111.6,51509000.0
CPNG,2023-08-09,9.2,19.55,17.89,122737969,33730134208.0,Q2,2023,0.08,True,300.0,5837889000.0,15.9,145192000.0
RKLB,2023-08-09,10.5,7.36,6.66,41052068,38818943166.0,Q2,2023,-0.1,False,-25.0,62045000.0,11.8,-45889000.0
RPD,2023-08-09,15.6,45.99,39.79,52421423,449391024.0,Q2,2023,-1.1,False,-61.8,190422000.0,13.7,-66782000.0
TOST,2023-08-09,14.0,23.05,20.22,209543270,16256400000.0,Q2,2023,-0.19,False,-72.7,978000000.0,44.9,-98000000.0
TWLO,2023-08-09,9.8,64.12,58.4,318918492,18863492876.0,Q2,2023,-0.91,False,48.6,1037761000.0,10.0,-166187000.0
APP,2023-08-10,30.3,38.32,29.41,58667394,154699300260.0,Q2,2023,0.22,True,466.7,750165000.0,-3.4,80357000.0
YETI,2023-08-10,15.0,45.49,39.56,46501449,2745037344.0,Q2,2023,0.44,True,,402563000.0,,38071000.0
RPM,2023-10-04,8.0,100.19,92.8,51639723,12776830136.0,Q1,2024,1.56,True,19.1,2011857000.0,4.1,201313000.0
LW,2023-10-05,12.3,101.58,90.49,168897498,5631579296.0,Q1,2024,1.6,True,0.0,1665300000.0,47.9,234800000.0
EME,2023-10-26,7.9,206.74,191.6,51713570,31614113929.0,Q3,2023,3.57,True,65.3,3207598000.0,13.5,169746000.0
FIX,2023-10-27,8.7,166.98,153.58,44371994,48025789444.0,Q3,2023,2.93,True,71.3,1378124000.0,23.0,105125000.0
ANET,2023-10-31,10.6,48.58,43.93,394747268,167835768104.0,Q3,2023,1.72,True,52.2,1509456000.0,28.3,545327000.0
PINS,2023-10-31,17.3,29.44,25.1,252232770,11650107909.0,Q3,2023,0.01,True,110.0,763203000.0,11.5,6733000.0
CAR,2023-11-02,8.8,178.5,164,81995354,3550898843.0,Q3,2023,16.78,True,-22.6,3564000000.0,0.5,627000000.0
CLX,2023-11-02,10.5,127.5,115.38,247690604,13382524997.0,Q1,2024,0.17,True,-75.0,1386000000.0,-20.3,25000000.0
DASH,2023-11-02,12.1,85.09,75.9,262112375,70099036159.0,Q3,2023,-0.19,False,75.3,2164000000.0,27.2,-75000000.0
DT,2023-11-02,8.1,48.01,44.4,80620451,11449860266.0,Q2,2024,0.12,True,200.0,351700000.0,25.9,35809000.0
JLL,2023-11-02,8.3,141.23,130.39,53663195,14022177055.0,Q3,2023,1.23,True,-57.3,5111400000.0,-1.3,59300000.0
EXPE,2023-11-03,13.9,108,94.84,190649157,27983288947.0,Q3,2023,2.87,True,-3.7,3929000000.0,8.6,305000000.0
IT,2023-11-03,8.0,364.58,337.59,180009162,11746882022.0,Q3,2023,2.26,True,4.1,1408784000.0,5.8,180009000.0
DVA,2023-11-08,8.6,87,80.09,141857092,10075481280.0,Q3,2023,2.62,True,131.9,3121332000.0,5.9,309361000.0
RBLX,2023-11-08,14.7,40.23,35.07,284356790,39985195172.0,Q3,2023,-0.45,False,10.0,713225000.0,37.8,-278808000.0
AFRM,2023-11-09,14.8,24.97,21.76,258962303,15616227319.0,Q1,2024,-0.57,False,33.7,496547000.0,37.3,-171783000.0
APP,2023-11-09,12.4,45.1,40.12,92589309,154699300260.0,Q3,2023,0.3,True,400.0,864256000.0,21.2,108639000.0
BE,2023-11-09,15.1,11.54,10.03,67583941,43347504700.0,Q3,2023,-0.8,False,-158.1,400268000.0,36.9,-168078000.0
DUOL,2023-11-09,10.6,185,167.27,107499535,4619439131.0,Q3,2023,0.06,True,113.0,137624000.0,43.3,2807000.0
MARA,2023-11-09,13.1,9.67,8.55,333499922,3543786798.0,Q3,2023,0.35,True,,97849000.0,671.0,64137000.0
NTRA,2023-11-09,14.9,47.5,41.34,49528205,26624215312.0,Q3,2023,-0.95,False,24.0,268306000.0,27.4,-109030000.0
RIOT,2023-11-09,8.0,11.1,10.28,241801607,5322926920.0,Q3,2023,-0.25,False,-19.0,51891000.0,12.1,-45325000.0
CRM,2023-11-30,8.1,249.05,230.35,995530224,177982090000.0,Q3,2024,1.25,True,495.2,8720000000.0,11.3,1224000000.0
ULTA,2023-12-01,11.6,475.2,425.99,294321835,23765702784.0,Q3,2024,5.07,True,-5.1,2488933000.0,6.4,249483000.0
GTLB,2023-12-05,12.8,59.68,52.93,88750660,3858842920.0,Q3,2024,-1.84,False,-457.6,149668000.0,32.5,-286355000.0
S,2023-12-06,14.4,22.88,20,91991731,4934897793.0,Q3,2024,-0.24,False,31.4,164165000.0,42.4,-70304000.0
MU,2023-12-21,8.0,85,78.69,1081121752,479613261390.0,Q1,2024,-1.12,False,-522.2,4726000000.0,15.7,-1234000000.0
WDFC,2024-01-10,8.6,256.9,236.61,41543073,3033878498.0,Q1,2024,1.28,True,25.5,140416000.0,12.4,17482000.0
BAH,2024-01-26,8.6,139.91,128.88,75968019,9438922827.0,Q3,2024,1.11,True,382.6,2569801000.0,12.9,145644000.0
ASH,2024-01-31,11.1,89.74,80.77,43850531,2286746678.0,Q1,2024,0.51,True,-30.1,473000000.0,-9.9,26000000.0
EL,2024-02-05,18.9,159.46,134.12,396591262,31788572539.0,Q2,2024,0.87,True,-20.2,4279000000.0,-7.4,324000000.0
COHR,2024-02-06,18.3,58.48,49.42,103394147,45513094392.0,,,,,,,,
DIS,2024-02-08,8.0,107.08,99.14,1238528329,175894206006.0,Q1,2024,1.04,True,48.6,23549000000.0,0.2,2151000000.0
NWSA,2024-02-08,10.8,26.88,24.27,65109373,13096407056.0,Q2,2024,0.27,True,125.0,2586000000.0,2.6,183000000.0
RL,2024-02-08,11.2,163.57,147.14,108417885,20021207871.0,Q3,2024,4.19,True,30.9,1934000000.0,5.6,276600000.0
CLSK,2024-02-09,24.0,13.02,10.5,192593571,2496148431.0,Q1,2024,,,,73786000.0,165.2,25359000.0
AI,2024-02-29,18.4,35.16,29.69,233943966,1254111734.0,Q3,2024,-0.6,False,-5.3,78401000.0,17.6,-72631000.0
HRL,2024-02-29,12.8,34.76,30.83,107762799,12458434446.0,Q1,2024,0.4,True,0.0,2996911000.0,0.9,218729000.0
NTAP,2024-03-01,18.8,105.88,89.12,135624484,19468617264.0,Q3,2024,1.48,True,393.3,1606000000.0,5.2,313000000.0
MU,2024-03-21,17.8,113.36,96.25,1899512568,479613261390.0,Q2,2024,0.71,True,133.5,5824000000.0,57.7,793000000.0
FDX,2024-03-22,8.0,286,264.85,452969035,82687991931.0,Q3,2024,3.51,True,15.1,21738000000.0,-1.9,879000000.0
LEVI,2024-04-04,15.3,21.51,18.66,42928835,6993269110.0,Q1,2024,-0.03,False,-110.3,1557600000.0,-7.8,-10600000.0
GPC,2024-04-18,8.2,155.88,144.07,128360616,14710771700.0,Q1,2024,1.78,True,-16.8,5783631000.0,0.3,248894000.0
DHR,2024-04-23,7.9,254.72,236.08,627054996,132461344166.0,Q1,2024,1.45,True,-25.3,5796000000.0,-2.6,1088000000.0
KMB,2024-04-23,7.8,138.96,128.93,293874178,32807207150.0,Q1,2024,1.91,True,14.4,5149000000.0,-0.9,658000000.0
TSLA,2024-04-24,12.6,162.84,144.68,16191335812,1467951392141.0,Q1,2024,0.34,True,-53.4,21301000000.0,-8.7,1144000000.0
TXN,2024-04-24,7.7,178.23,165.47,845841260,173698203064.0,Q1,2024,1.2,True,-35.1,3661000000.0,-16.4,1105000000.0
WAB,2024-04-24,9.3,162.25,148.48,137994650,40371649904.0,Q1,2024,1.53,True,64.5,2497000000.0,13.8,277000000.0
APPF,2024-04-26,12.6,243.9,216.65,94288680,6208262580.0,Q1,2024,1.05,True,206.1,187430000.0,37.7,38663000.0
GOOG,2024-04-26,11.4,175.99,157.95,3039189143,3646761620000.0,Q1,2024,1.89,True,61.5,80539000000.0,15.4,23662000000.0
GOOGL,2024-04-26,11.8,174.37,156,4191556412,3656681160000.0,Q1,2024,1.89,True,61.5,80539000000.0,15.4,23662000000.0
SNAP,2024-04-26,27.0,14.48,11.4,292970309,7701621074.0,Q1,2024,-0.19,False,9.5,1194773000.0,20.9,-305090000.0
ST,2024-04-30,19.7,42.82,35.76,44439463,4996550373.0,Q1,2024,0.5,True,-10.7,1006709000.0,0.9,76021000.0
AXTA,2024-05-01,8.8,34.21,31.44,68789377,5886987060.0,Q1,2024,0.18,True,-33.3,1294000000.0,0.8,39000000.0
PINS,2024-05-01,17.9,39.44,33.45,261755853,11650107909.0,Q1,2024,-0.04,False,87.1,739983000.0,22.8,-24812000.0
BWA,2024-05-02,8.0,35.49,32.87,80690756,10468385710.0,Q1,2024,0.9,True,-3.2,3595000000.0,-14.0,221000000.0
CAR,2024-05-02,16.4,110.27,94.75,88980446,3550898843.0,Q1,2024,-3.21,False,-141.6,2551000000.0,-0.2,-113000000.0
CVNA,2024-05-02,37.7,119.95,87.09,343687931,42842269530.0,Q1,2024,0.24,True,116.0,3061000000.0,17.5,49000000.0
MGM,2024-05-02,9.4,43.5,39.75,142653932,9383790077.0,Q1,2024,0.67,True,-46.0,4383470000.0,13.2,299726000.0
SFM,2024-05-02,11.1,71.4,64.29,86019115,7760938810.0,Q1,2024,1.12,True,53.4,1883808000.0,8.7,114100000.0
AAPL,2024-05-03,7.9,186.65,173.03,10157387240,3672046736800.0,Q2,2024,1.53,True,0.7,90753000000.0,-4.3,23636000000.0
MTZ,2024-05-03,11.5,101.49,91,63898607,22879500700.0,Q1,2024,-0.53,False,49.5,2686849000.0,4.0,-34459000.0
OLED,2024-05-03,9.4,171,156.32,40374547,4430535576.0,Q1,2024,1.19,True,43.4,165259000.0,26.7,56853000.0
PCTY,2024-05-03,23.3,184.52,149.6,70253806,5893571338.0,Q3,2024,1.5,True,47.1,401281000.0,18.1,85314000.0
TXRH,2024-05-03,7.7,170.1,157.9,128607311,11223096685.0,Q1,2024,1.69,True,32.0,1321217000.0,12.5,115990000.0
BRBR,2024-05-07,9.3,62.5,57.18,57391863,1973646072.0,Q2,2024,0.43,True,87.0,494600000.0,28.3,57200000.0
FN,2024-05-07,11.1,209.81,188.83,84010560,17989726390.0,Q3,2024,2.21,True,38.1,731535000.0,10.0,80916000.0
HIMS,2024-05-07,17.0,13.63,11.65,65538740,5646043234.0,Q1,2024,0.05,True,200.0,278171000.0,45.8,11128000.0
CFLT,2024-05-08,8.8,30.29,27.83,95188215,11018764772.0,Q1,2024,-0.3,False,42.3,217237000.0,24.6,-92967000.0
LPX,2024-05-08,14.4,83.5,72.97,66356634,5293838303.0,Q1,2024,1.48,True,410.3,724000000.0,24.0,108000000.0
RDDT,2024-05-08,11.3,55,49.4,109928860,25285496370.0,Q1,2024,-8.19,False,,242963000.0,,-575066000.0
APP,2024-05-09,12.5,83.27,74,245341464,154699300260.0,Q1,2024,0.67,True,6800.0,1058115000.0,47.9,236183000.0
EQIX,2024-05-09,12.3,778,692.71,532288692,95297454667.0,Q1,2024,2.43,True,-12.3,2127000000.0,6.4,231000000.0
YETI,2024-05-09,16.9,40.7,34.81,65513304,2745037344.0,Q1,2024,0.18,True,,341394000.0,,15855000.0
ARRY,2024-05-10,18.7,14.85,12.51,70784108,1059243515.0,Q1,2024,-0.07,False,-177.8,153403000.0,-59.3,2165000.0
MTD,2024-05-10,7.7,1389.72,1290.42,153700895,23856558935.0,Q1,2024,8.24,True,-2.7,925949000.0,-0.3,177509000.0
NTRA,2024-05-10,13.1,108.11,95.55,108879768,26624215312.0,Q1,2024,-0.56,False,54.5,367741000.0,52.1,-67599000.0
ONTO,2024-05-10,9.0,227.16,208.42,96665895,9420088480.0,Q1,2024,0.94,True,59.3,228846000.0,14.9,46853000.0
RBA,2024-05-10,10.6,80.67,72.93,47795953,18344612000.0,Q1,2024,0.53,True,289.3,1064700000.0,107.8,107400000.0
SG,2024-05-10,27.3,30,23.56,49767551,631994619.0,Q1,2024,-0.23,False,23.3,157850000.0,26.2,-26067000.0
SOUN,2024-05-10,16.8,5.55,4.75,116931214,3086543624.0,Q1,2024,-0.12,False,14.3,11594000.0,72.9,-33009000.0
CHWY,2024-05-29,14.3,19.33,16.91,121420672,10570013145.0,Q1,2025,0.15,True,200.0,2877725000.0,3.3,66897000.0
DCI,2024-06-04,8.2,77.82,71.95,40832562,9936862049.0,Q3,2024,0.92,True,21.1,927900000.0,6.0,113500000.0
CRWD,2024-06-05,9.5,334.61,305.58,1029174728,112041632680.0,Q1,2025,0.17,True,,921036000.0,33.0,46264000.0
GWRE,2024-06-05,14.4,123.58,108.05,63123506,13651529090.0,Q3,2024,-0.07,False,87.5,240678000.0,16.0,-5478000.0
HPE,2024-06-05,15.6,20.35,17.6,264584826,28675686222.0,Q2,2024,0.24,True,-25.0,7204000000.0,3.3,314000000.0
CIEN,2024-06-06,9.0,52.58,48.24,68941397,47705001301.0,Q2,2024,-0.12,False,-131.6,910826000.0,-19.6,-16849000.0
LULU,2024-06-06,9.3,337.01,308.27,926816917,18508540996.0,Q1,2025,2.54,True,11.4,2208891000.0,10.4,321421000.0
SMTC,2024-06-06,14.6,44.33,38.68,52813180,7852023836.0,Q1,2025,-0.36,False,21.7,206105000.0,-12.9,-23159000.0
TTC,2024-06-06,9.9,87.5,79.64,99146895,9308426600.0,Q2,2024,1.38,True,-13.2,1349000000.0,0.7,144800000.0
AVGO,2024-06-13,14.3,171,149.55,4053395381,1525621737482.0,Q2,2024,4.42,True,-45.8,12487000000.0,43.0,2121000000.0
ACN,2024-06-20,10.3,314.63,285.35,978446459,121025324017.0,Q3,2024,3.04,True,-3.5,16466828000.0,-0.6,1932183000.0
DHR,2024-07-23,7.6,270,250.89,751488599,132461344166.0,Q2,2024,1.22,True,-18.1,5743000000.0,-2.9,907000000.0
EME,2024-07-25,8.9,388.61,356.73,160392333,31614113929.0,Q2,2024,5.25,True,78.0,3666897000.0,20.4,247572000.0
MOH,2024-07-25,10.1,318,288.72,196509395,7683800000.0,Q2,2024,5.17,True,-3.4,9880000000.0,18.7,301000000.0
NOW,2024-07-25,8.0,157.87,146.17,992177422,118846520000.0,Q2,2024,1.26,True,-75.2,2627000000.0,22.2,262000000.0
KNSL,2024-07-26,8.7,410.04,377.25,62806160,8393681017.0,Q2,2024,3.97,True,27.2,384553000.0,30.0,92579000.0
ON,2024-07-29,8.2,75.9,70.17,452908095,23069902032.0,Q2,2024,0.78,True,-39.5,1735200000.0,-17.2,338400000.0
SFM,2024-07-30,20.6,102.09,84.66,99664621,7760938810.0,Q2,2024,0.94,True,44.6,1893519000.0,11.9,95289000.0
SWK,2024-07-30,8.0,104.13,96.43,139176882,10893342994.0,Q2,2024,-0.07,False,-105.9,4024400000.0,-3.2,-11200000.0
ANET,2024-07-31,8.5,84.5,77.86,725880913,167835768104.0,Q2,2024,2.08,True,34.2,1690400000.0,15.9,665428000.0
BWA,2024-07-31,10.9,36,32.45,82204879,10468385710.0,Q2,2024,1.34,True,54.0,3603000000.0,-20.3,317000000.0
CZR,2024-07-31,7.9,39.81,36.9,167818496,5710799849.0,Q2,2024,-0.56,False,-113.1,2830000000.0,-1.7,-102000000.0
JCI,2024-07-31,8.7,75,69.03,276884229,79666537373.0,Q3,2024,1.45,True,-5.2,7231000000.0,1.4,1052000000.0
POWL,2024-07-31,26.8,169.01,133.25,50906612,6104047087.0,Q3,2024,3.79,True,149.3,288168000.0,49.8,46223000.0
PSN,2024-07-31,8.4,83.63,77.18,55390435,5880281705.0,Q2,2024,0.63,True,65.8,1670467000.0,23.1,80719000.0
AFL,2024-08-01,9.4,104.38,95.38,177127048,56134523127.0,Q2,2024,3.1,True,14.4,5138000000.0,-0.7,1755000000.0
APD,2024-08-01,9.4,288.61,263.85,401963468,64120477184.0,Q3,2024,3.13,True,17.2,2985500000.0,-1.6,708900000.0
CVNA,2024-08-01,10.6,147.34,133.23,557357594,42842269530.0,Q2,2024,,,,3410000000.0,14.9,48000000.0
EXAS,2024-08-01,20.9,55.23,45.68,121076731,19770292013.0,Q2,2024,-0.09,False,80.0,699264000.0,12.4,-15808000.0
FMC,2024-08-01,8.6,63.35,58.36,90182736,1754074146.0,Q2,2024,2.35,True,879.2,1038400000.0,2.4,295200000.0
META,2024-08-01,9.7,521,474.83,7449857218,1552413483811.0,Q2,2024,5.16,True,73.2,39071000000.0,22.1,13465000000.0
ZETA,2024-08-01,8.9,23.33,21.42,60520810,4355165024.0,Q2,2024,-0.16,False,52.9,227839000.0,32.6,-28066000.0
DASH,2024-08-02,7.8,116.66,108.2,465724133,70099036159.0,Q2,2024,-0.38,False,13.6,2630000000.0,23.3,-158000000.0
LCID,2024-08-06,12.2,33.65,30,162441797,3244074006.0,Q2,2024,-0.34,False,15.0,200581000.0,32.9,-643390000.0
PLTR,2024-08-06,12.3,27.05,24.09,1256505410,361023448575.0,Q2,2024,0.06,True,500.0,678134000.0,27.2,135570000.0
STRL,2024-08-06,8.4,111.18,102.56,47154865,12200033073.0,Q2,2024,1.67,True,31.5,582822000.0,11.6,54574000.0
AXON,2024-08-07,11.9,330,295,171641729,39891718382.0,Q2,2024,0.53,True,231.2,503236000.0,34.3,41473000.0
CRUS,2024-08-07,12.9,130.15,115.31,66717201,6820197983.0,Q1,2025,0.76,True,,374026000.0,,42095000.0
LUMN,2024-08-07,44.4,7.22,5,164337040,6801814204.0,Q2,2024,-0.05,False,99.4,3268000000.0,-10.7,-49000000.0
RUN,2024-08-07,12.1,18.49,16.49,247809965,2846737772.0,Q2,2024,0.55,True,120.0,523866000.0,-11.2,-259928000.0
UPST,2024-08-07,25.7,30,23.87,181225510,2500720006.0,Q2,2024,-0.62,False,-82.4,127630000.0,-6.0,-54470000.0
BOOT,2024-08-08,9.7,126.88,115.7,98676896,4992296931.0,Q1,2025,1.26,True,11.5,423386000.0,10.3,38909000.0
DUOL,2024-08-08,8.4,174.99,161.4,110267206,4619439131.0,Q2,2024,0.51,True,537.5,178327000.0,40.6,24351000.0
SM,2024-08-08,13.5,44.25,38.98,83612280,6385642057.0,Q2,2024,1.82,True,45.6,634555000.0,15.2,210293000.0
YETI,2024-08-08,13.4,42,37.03,52734995,2745037344.0,Q2,2024,0.59,True,,463499000.0,,50396000.0
Z,2024-08-08,15.7,48.33,41.77,187101691,10292920466.0,Q2,2024,-0.07,False,53.3,572000000.0,13.0,-17000000.0
CRH,2024-08-08,7.5,81.81,76.09,391685317,66809448440.0,Q2,2024,1.88,True,,9654000000.0,,1309000000.0
BE,2024-08-09,14.8,12.1,10.54,85302921,43347504700.0,Q2,2024,-0.27,False,15.6,335767000.0,11.5,-61185000.0
EVH,2024-08-09,32.3,27.61,20.87,47096220,333798631.0,Q2,2024,-0.06,False,83.8,647145000.0,37.9,1596000.0
EXPE,2024-08-09,10.2,130,117.97,273654864,27983288947.0,Q2,2024,2.8,True,10.2,3558000000.0,6.0,375000000.0
SG,2024-08-09,29.3,33.93,26.25,74548648,631994619.0,Q2,2024,-0.13,False,45.8,184641000.0,21.1,-14460000.0
FLUT,2024-08-14,9.3,209.11,191.39,236323909,18999712546.0,Q2,2024,1.45,True,,3611000000.0,,297000000.0
SERV,2024-08-14,34.0,13.9,10.37,550644685,680666138.0,Q2,2024,-0.27,False,,468375,,-9037367.0
CAVA,2024-08-23,8.1,110.23,101.98,214147867,9542976730.0,Q2,2024,0.17,True,-19.0,233495000.0,35.1,19741000.0
GTLB,2024-09-04,12.9,50.43,44.68,80250615,3858842920.0,Q2,2025,0.08,True,124.2,182584000.0,30.8,12274000.0
ORCL,2024-09-10,10.2,154.23,139.89,833223351,445800255010.0,Q1,2025,1.03,True,19.8,13307000000.0,6.9,2929000000.0
SIG,2024-09-12,15.1,89.85,78.09,65075325,3344667977.0,Q2,2025,-2.28,False,-265.2,1491000000.0,-7.6,-98500000.0
RH,2024-09-13,18.6,304.33,256.49,180732745,2410493221.0,Q2,2025,1.45,True,-56.8,829655000.0,3.6,28952000.0
HELE,2024-10-09,18.1,73.66,62.37,46460233,379997536.0,Q2,2025,0.74,True,-35.1,474221000.0,-3.5,17014000.0
LRN,2024-10-23,31.1,84.53,64.49,104386909,3592073264.0,Q1,2025,0.94,True,754.5,551084000.0,14.8,40882000.0
MOH,2024-10-24,18.2,325,275,198724417,7683800000.0,Q3,2024,5.65,True,34.2,10340000000.0,21.0,326000000.0
TSLA,2024-10-24,14.5,244.68,213.65,17170539737,1467951392141.0,Q3,2024,0.62,True,17.0,25182000000.0,7.8,2183000000.0
APPF,2024-10-25,9.8,210.82,192.07,55515041,6208262580.0,Q3,2024,0.9,True,25.0,205733000.0,24.4,33006000.0
